InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
542503,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,1/28/2011 11:58,2.95,16327.0,United Kingdom
566581,21817,GLITTER CHRISTMAS TREE,10,9/13/2011 13:47,0.85,16081.0,United Kingdom
575193,22727,ALARM CLOCK BAKELIKE RED ,4,11/9/2011 9:34,3.75,12681.0,France
560895,22417,PACK OF 60 SPACEBOY CAKE CASES,24,7/21/2011 17:12,0.55,13089.0,United Kingdom
577410,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,10,11/20/2011 10:59,0.29,14664.0,United Kingdom
564631,22189,CREAM HEART CARD HOLDER,4,8/26/2011 11:54,3.95,17451.0,United Kingdom
555865,22789,T-LIGHT HOLDER SWEETHEART HANGING,4,6/7/2011 14:30,1.95,14530.0,United Kingdom
548512,72134,COLUMBIAN  CUBE CANDLE ,4,3/31/2011 15:54,0.85,14410.0,United Kingdom
566539,23439,HAND WARMER RED LOVE HEART,6,9/13/2011 11:34,2.1,17228.0,United Kingdom
555555,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,6,6/5/2011 13:48,2.95,16963.0,United Kingdom
559051,21934,SKULL SHOULDER BAG,1,7/5/2011 16:47,1.63,,United Kingdom
566446,22129,PARTY CONES CANDY DECORATION,1,9/12/2011 15:40,2.46,,United Kingdom
581217,22650,CERAMIC PIRATE CHEST MONEY BANK,7,12/8/2011 9:20,3.29,,United Kingdom
551542,22854,CREAM SWEETHEART EGG HOLDER,4,5/3/2011 9:05,4.95,14732.0,United Kingdom
542582,DCGS0057,,-6,1/28/2011 15:01,0.0,,United Kingdom
559986,21907,I'M ON HOLIDAY METAL SIGN,12,7/14/2011 11:47,2.1,15256.0,United Kingdom
549737,23199,JUMBO BAG APPLES,20,4/12/2011 9:03,2.08,13599.0,United Kingdom
562710,23333,IVORY WICKER HEART MEDIUM,24,8/8/2011 14:37,1.04,14298.0,United Kingdom
544309,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2/17/2011 14:17,0.55,15785.0,United Kingdom
581217,22219,LOVEBIRD HANGING DECORATION WHITE ,3,12/8/2011 9:20,1.63,,United Kingdom
574074,22166,WALL MIRROR RECTANGLE DIAMANTE PINK,1,11/2/2011 15:33,7.46,,United Kingdom
538149,84509c,SET OF 4 POLKADOT PLACEMATS ,2,12/9/2010 16:27,7.62,,United Kingdom
548373,21884,CAKES AND BOWS GIFT  TAPE,1,3/30/2011 16:34,1.63,,United Kingdom
548516,22697,GREEN REGENCY TEACUP AND SAUCER,1,3/31/2011 16:28,5.79,,United Kingdom
564507,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,8/25/2011 14:34,0.85,15513.0,United Kingdom
563199,23012,GLASS APOTHECARY BOTTLE PERFUME,2,8/14/2011 10:38,3.95,16326.0,United Kingdom
549844,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,4/12/2011 14:17,5.45,12854.0,United Kingdom
580520,22956,36 FOIL HEART CAKE CASES,1,12/4/2011 14:55,0.79,13521.0,United Kingdom
570179,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,10/7/2011 14:27,2.89,17509.0,United Kingdom
C558110,23079,TOADSTOOL BEDSIDE LIGHT ,-2,6/26/2011 15:47,8.95,17731.0,United Kingdom
562427,84984A,GREEN PEONY CUSHION COVER,2,8/4/2011 17:19,4.65,17267.0,United Kingdom
578472,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,11/24/2011 12:40,3.25,12476.0,Germany
558123,84987,SET OF 36 TEATIME PAPER DOILIES,12,6/27/2011 10:16,1.45,15834.0,United Kingdom
536576,85174,S/4 CACTI CANDLES,16,12/1/2010 16:11,4.25,13777.0,United Kingdom
567915,21498,RED RETROSPOT WRAP ,25,9/22/2011 17:15,0.42,12579.0,France
574741,21625,VINTAGE UNION JACK APRON,2,11/6/2011 16:13,6.95,15993.0,United Kingdom
566275,23551,PACK OF 12 PAISLEY PARK TISSUES ,6,9/11/2011 13:58,0.39,16549.0,United Kingdom
578347,23419,HOME SWEET HOME BOTTLE ,1,11/24/2011 9:26,4.13,,United Kingdom
578067,10135,COLOURING PENCILS BROWN TUBE,1,11/22/2011 15:43,2.46,,United Kingdom
543237,22732,3D VINTAGE CHRISTMAS STICKERS ,1,2/4/2011 13:39,1.63,,United Kingdom
556740,22629,SPACEBOY LUNCH BOX ,1,6/14/2011 12:06,1.95,17346.0,United Kingdom
559132,22076,6 RIBBONS EMPIRE  ,1,7/6/2011 13:06,1.65,15053.0,United Kingdom
576618,23650,SET 10 CARDS FILIGREE BAUBLE 16961,1,11/15/2011 17:00,2.49,,United Kingdom
572703,23439,HAND WARMER RED LOVE HEART,1,10/25/2011 14:35,2.1,16110.0,United Kingdom
546155,20723,STRAWBERRY CHARLOTTE BAG,10,3/10/2011 8:29,0.85,15632.0,United Kingdom
566480,22355,CHARLOTTE BAG SUKI DESIGN,10,9/13/2011 9:17,0.85,16451.0,United Kingdom
563687,23201,JUMBO BAG ALPHABET,1,8/18/2011 12:32,2.08,,United Kingdom
572688,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,10/25/2011 14:09,1.65,13028.0,United Kingdom
570714,21914,BLUE HARMONICA IN BOX ,24,10/12/2011 10:20,1.25,13520.0,Switzerland
576617,21890,S/6 WOODEN SKITTLES IN COTTON BAG,2,11/15/2011 16:57,5.79,,United Kingdom
580891,21286,RETROSPOT CANDLE  LARGE,12,12/6/2011 12:28,0.59,17481.0,United Kingdom
562843,20618,QUEEN OF THE SKIES PASSPORT COVER ,2,8/9/2011 17:37,1.63,,United Kingdom
573773,22112,CHOCOLATE HOT WATER BOTTLE,12,11/1/2011 10:21,4.95,13327.0,United Kingdom
567374,23319,BOX OF 6 MINI 50'S CRACKERS,48,9/20/2011 9:40,2.08,15341.0,United Kingdom
569556,71459,HANGING JAM JAR T-LIGHT HOLDERS,24,10/5/2011 8:50,0.85,14936.0,Channel Islands
549192,22084,PAPER CHAIN KIT EMPIRE,24,4/7/2011 10:20,2.95,14961.0,United Kingdom
554794,22963,JAM JAR WITH GREEN LID,12,5/26/2011 12:41,0.85,12720.0,Germany
560701,22900,SET 2 TEA TOWELS I LOVE LONDON ,4,7/20/2011 12:45,3.25,16729.0,United Kingdom
548514,22786,CUSHION COVER PINK UNION JACK,2,3/31/2011 16:03,15.79,,United Kingdom
571456,82580,BATHROOM METAL SIGN,3,10/17/2011 13:57,0.55,16729.0,United Kingdom
571642,21584,RETROSPOT SMALL TUBE MATCHES,1,10/18/2011 12:07,1.65,17203.0,United Kingdom
568987,22489,PACK OF 12 TRADITIONAL CRAYONS,24,9/29/2011 15:58,0.42,12709.0,Germany
577358,20719,WOODLAND CHARLOTTE BAG,8,11/18/2011 15:59,1.63,,United Kingdom
552520,20974,12 PENCILS SMALL TUBE SKULL,1,5/9/2011 16:34,1.25,,United Kingdom
579301,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,11/29/2011 11:32,2.55,18118.0,United Kingdom
539434,82482,WOODEN PICTURE FRAME WHITE FINISH,1,12/17/2010 14:41,5.06,,United Kingdom
C578363,22071,SMALL WHITE RETROSPOT MUG IN BOX ,-36,11/24/2011 10:40,1.0,15482.0,United Kingdom
570598,23365,SET 12 COLOUR PENCILS LOVE LONDON,16,10/11/2011 11:55,0.65,14175.0,United Kingdom
557278,22077,6 RIBBONS RUSTIC CHARM,12,6/19/2011 12:08,1.65,13089.0,United Kingdom
575918,21591,COSY HOUR CIGAR BOX MATCHES ,2,11/11/2011 16:58,1.25,17191.0,United Kingdom
569358,23342,MINT DINER WALL CLOCK,2,10/3/2011 14:53,8.5,18257.0,United Kingdom
540183,21524,DOORMAT SPOTTY HOME SWEET HOME,10,1/5/2011 13:37,6.75,15093.0,United Kingdom
563933,23265,SET OF 3 WOODEN TREE DECORATIONS,1,8/21/2011 15:54,1.25,16536.0,United Kingdom
576592,23570,TRADITIONAL PICK UP STICKS GAME ,3,11/15/2011 14:47,1.25,13614.0,United Kingdom
546957,90212B,JET BLACK LAS VEGAS BRACELET ROUND,1,3/18/2011 11:32,3.75,,United Kingdom
550775,21915,RED  HARMONICA IN BOX ,12,4/20/2011 13:18,1.25,15805.0,United Kingdom
559052,84923,PINK BUTTERFLY HANDBAG W BOBBLES,1,7/5/2011 16:53,4.13,,United Kingdom
575603,23265,SET OF 3 WOODEN TREE DECORATIONS,2,11/10/2011 12:29,1.25,18125.0,United Kingdom
578262,21212,PACK OF 72 RETROSPOT CAKE CASES,1,11/23/2011 13:27,0.55,18283.0,United Kingdom
559887,84927D,LA PALMIERA TILE HOOK,1,7/13/2011 11:44,0.39,13263.0,United Kingdom
567898,90030B,RED KUKUI COCONUT SEED NECKLACE,6,9/22/2011 16:20,1.0,13394.0,United Kingdom
538177,21041,RED RETROSPOT OVEN GLOVE DOUBLE,1,12/10/2010 9:51,5.91,,United Kingdom
569571,23208,LUNCH BAG VINTAGE LEAF DESIGN,100,10/5/2011 10:09,1.45,16684.0,United Kingdom
562539,21123,SET/10 IVORY POLKADOT PARTY CANDLES,4,8/5/2011 15:30,1.25,17220.0,United Kingdom
566713,21894,POTTING SHED SEED ENVELOPES,12,9/14/2011 12:05,1.25,15933.0,United Kingdom
548544,22266,EASTER DECORATION HANGING BUNNY,6,3/31/2011 18:49,0.65,14525.0,United Kingdom
537374,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,24,12/6/2010 12:55,0.85,17259.0,United Kingdom
564356,84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,1,8/24/2011 15:47,2.55,13969.0,United Kingdom
567656,22623,BOX OF VINTAGE JIGSAW BLOCKS ,2,9/21/2011 14:40,12.46,14096.0,United Kingdom
580367,22174,PHOTO CUBE,2,12/2/2011 16:39,3.29,,United Kingdom
555851,85049G,CHOCOLATE BOX RIBBONS ,2,6/7/2011 13:37,1.25,13050.0,United Kingdom
543111,22380,TOY TIDY SPACEBOY  ,3,2/3/2011 12:44,2.1,15719.0,United Kingdom
557217,22692,DOORMAT WELCOME TO OUR HOME,2,6/17/2011 12:30,7.95,17426.0,United Kingdom
552232,20770,ABSTRACT CIRCLE JOURNAL ,2,5/6/2011 15:54,2.46,,United Kingdom
551218,22429,ENAMEL MEASURING JUG CREAM,6,4/27/2011 11:41,4.25,18077.0,United Kingdom
562114,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,2,8/2/2011 16:14,5.79,,United Kingdom
568368,22117,METAL SIGN HER DINNER IS SERVED ,12,9/26/2011 16:13,2.95,17997.0,United Kingdom
555001,84946,ANTIQUE SILVER T-LIGHT GLASS,72,5/31/2011 8:32,1.06,16566.0,United Kingdom
550834,22630,DOLLY GIRL LUNCH BOX,1,4/21/2011 10:51,1.95,14730.0,United Kingdom
575607,21982,PACK OF 12 SUKI TISSUES ,4,11/10/2011 12:37,0.83,14096.0,United Kingdom
560259,20985,HEART CALCULATOR,12,7/17/2011 13:29,1.25,13654.0,United Kingdom
546884,84991,60 TEATIME FAIRY CAKE CASES,2,3/17/2011 18:08,1.25,,United Kingdom
550481,22412,METAL SIGN NEIGHBOURHOOD WITCH ,1,4/18/2011 14:08,2.1,17634.0,United Kingdom
545667,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1,3/4/2011 16:07,1.63,,United Kingdom
555397,21900,"KEY FOB , SHED",1,6/2/2011 17:26,1.63,,United Kingdom
556073,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,6/8/2011 15:05,2.55,16358.0,United Kingdom
554293,21557,SET OF 6 FUNKY BEAKERS,1,5/23/2011 14:19,5.63,,United Kingdom
572292,23226,FILIGREE HEART DAISY WHITE,6,10/23/2011 12:56,1.25,16017.0,United Kingdom
548984,22556,PLASTERS IN TIN CIRCUS PARADE ,3,4/5/2011 12:37,1.65,14546.0,United Kingdom
573286,22602,RETROSPOT WOODEN HEART DECORATION,4,10/28/2011 14:38,0.85,,Switzerland
549911,22995,TRAVEL CARD WALLET SUKI,24,4/13/2011 8:26,0.42,14060.0,United Kingdom
537242,22470,HEART OF WICKER LARGE,6,12/6/2010 10:19,2.95,14748.0,United Kingdom
571883,22151,PLACE SETTING WHITE HEART,9,10/19/2011 13:58,0.42,14704.0,United Kingdom
546846,22079,RIBBON REEL HEARTS DESIGN ,5,3/17/2011 12:47,1.65,13533.0,United Kingdom
546440,22023,EMPIRE BIRTHDAY CARD,12,3/14/2011 10:31,0.42,16871.0,United Kingdom
553348,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,12,5/16/2011 13:20,0.83,14911.0,EIRE
570187,21181,PLEASE ONE PERSON METAL SIGN,1,10/7/2011 15:09,4.13,,United Kingdom
558355,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,6/28/2011 14:58,4.95,13614.0,United Kingdom
557217,82582,AREA PATROLLED METAL SIGN,12,6/17/2011 12:30,2.1,17426.0,United Kingdom
543484,20676,RED RETROSPOT BOWL,8,2/9/2011 10:11,1.25,12721.0,France
577504,20717,STRAWBERRY SHOPPER BAG,13,11/20/2011 12:36,1.25,14159.0,United Kingdom
578102,23526,WALL ART DOG LICENCE ,3,11/23/2011 8:39,5.95,13089.0,United Kingdom
557612,35651,VINTAGE BEAD PINK SCARF ,24,6/21/2011 12:40,1.65,14460.0,United Kingdom
548987,22822,CREAM WALL PLANTER HEART SHAPED,2,4/5/2011 12:50,5.95,14535.0,United Kingdom
563074,23207,LUNCH BAG ALPHABET DESIGN,350,8/11/2011 15:58,1.45,12931.0,United Kingdom
553385,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,2,5/16/2011 15:53,0.83,16710.0,United Kingdom
577058,82552,WASHROOM METAL SIGN,1,11/17/2011 14:29,1.45,18122.0,United Kingdom
552332,21242,RED RETROSPOT PLATE ,8,5/9/2011 10:24,1.69,13908.0,United Kingdom
554798,47566,PARTY BUNTING,8,5/26/2011 12:52,4.95,15189.0,United Kingdom
540566,22334,DINOSAUR PARTY BAG + STICKER SET,4,1/10/2011 10:58,1.65,17811.0,United Kingdom
539731,21206,STRAWBERRY HONEYCOMB  GARLAND ,192,12/21/2010 15:05,0.65,14646.0,Netherlands
576339,22436,12 COLOURED PARTY BALLOONS,1,11/14/2011 15:27,1.25,14096.0,United Kingdom
572317,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,2,10/23/2011 16:13,0.39,14629.0,United Kingdom
539468,22423,REGENCY CAKESTAND 3 TIER,2,12/19/2010 13:31,12.75,15044.0,United Kingdom
553213,23200,JUMBO BAG PEARS,100,5/16/2011 9:49,1.79,13408.0,United Kingdom
579167,21770,OPEN CLOSED METAL SIGN,1,11/28/2011 14:06,4.95,16800.0,United Kingdom
552315,84992,72 SWEETHEART FAIRY CAKE CASES,24,5/8/2011 16:10,0.55,12700.0,France
561773,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,7/29/2011 12:41,2.08,17841.0,United Kingdom
558862,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,7/4/2011 12:25,4.95,13901.0,United Kingdom
544657,22727,ALARM CLOCK BAKELIKE RED ,4,2/22/2011 13:08,3.75,14895.0,United Kingdom
543359,72741,GRAND CHOCOLATECANDLE,9,2/7/2011 14:16,1.45,16332.0,United Kingdom
570247,23313,VINTAGE CHRISTMAS BUNTING,5,10/10/2011 8:23,4.95,15193.0,United Kingdom
553740,23167,SMALL CERAMIC TOP STORAGE JAR ,12,5/19/2011 9:31,0.83,16647.0,United Kingdom
571441,23263,SET OF 3 WOODEN HEART DECORATIONS,2,10/17/2011 13:31,2.5,14096.0,United Kingdom
580105,22738,RIBBON REEL SNOWY VILLAGE,10,12/1/2011 15:24,1.65,17675.0,United Kingdom
544670,21455,PAINTED YELLOW WOODEN DAISY,2,2/22/2011 15:22,0.85,16161.0,United Kingdom
571737,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,10/19/2011 10:31,1.65,14367.0,United Kingdom
569036,21903,MAN FLU METAL SIGN,12,9/30/2011 10:44,2.1,18217.0,United Kingdom
547197,22619,SET OF 6 SOLDIER SKITTLES,4,3/21/2011 12:45,3.75,17811.0,United Kingdom
575516,23355,HOT WATER BOTTLE KEEP CALM,8,11/10/2011 10:45,4.95,17340.0,United Kingdom
578022,21358,TOAST ITS - HAPPY BIRTHDAY,1,11/22/2011 13:25,1.25,17371.0,United Kingdom
544434,22026,BANQUET BIRTHDAY  CARD  ,1,2/18/2011 16:12,0.83,,United Kingdom
574547,23219,LAUREL STAR ANTIQUE SILVER ,1,11/4/2011 15:08,1.25,17841.0,United Kingdom
541593,21926,RED/CREAM STRIPE CUSHION COVER ,2,1/19/2011 15:20,1.25,17611.0,United Kingdom
539404,20794,BLUE  TILE HOOK,1,12/17/2010 12:24,2.55,17315.0,United Kingdom
572755,21592,RETROSPOT CIGAR BOX MATCHES ,2,10/25/2011 17:31,1.25,13601.0,United Kingdom
547658,85152,HAND OVER THE CHOCOLATE   SIGN ,2,3/24/2011 13:04,2.1,13736.0,United Kingdom
554514,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,5/24/2011 15:58,2.95,,United Kingdom
C538052,22138,BAKING SET 9 PIECE RETROSPOT ,-1,12/9/2010 13:28,4.95,15181.0,United Kingdom
558441,21206,STRAWBERRY HONEYCOMB  GARLAND ,2,6/29/2011 12:59,1.65,14606.0,United Kingdom
560989,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,7/22/2011 13:20,2.95,15704.0,United Kingdom
566597,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,9/13/2011 15:23,1.65,14194.0,United Kingdom
569670,22738,RIBBON REEL SNOWY VILLAGE,2,10/5/2011 13:47,1.65,14730.0,United Kingdom
548702,22855,FINE WICKER HEART ,5,4/3/2011 11:36,1.25,17085.0,United Kingdom
579666,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,12,11/30/2011 12:31,0.83,14893.0,United Kingdom
561894,23546,WRAP PAISLEY PARK ,25,7/31/2011 15:00,0.42,14456.0,United Kingdom
548314,22283,6 EGG HOUSE PAINTED WOOD,2,3/30/2011 12:24,7.95,16949.0,United Kingdom
566620,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,9/14/2011 9:21,0.85,13588.0,United Kingdom
573841,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,6,11/1/2011 11:39,1.25,14995.0,United Kingdom
567474,23414,ZINC BOX SIGN HOME,3,9/20/2011 12:53,9.95,13448.0,United Kingdom
576051,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,11/13/2011 14:45,0.55,14911.0,EIRE
562021,22149,FELTCRAFT 6 FLOWER FRIENDS,6,8/1/2011 15:37,2.1,16172.0,United Kingdom
544930,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2/24/2011 18:26,0.85,17472.0,United Kingdom
554098,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,5/22/2011 13:01,0.65,14769.0,United Kingdom
565453,22663,JUMBO BAG DOLLY GIRL DESIGN,10,9/4/2011 16:05,2.08,15136.0,United Kingdom
575477,51014A,"FEATHER PEN,HOT PINK",7,11/9/2011 16:14,0.83,,United Kingdom
557960,23152,IVORY SWEETHEART WIRE LETTER RACK ,1,6/23/2011 19:46,3.75,15453.0,United Kingdom
541485,21166,COOK WITH WINE METAL SIGN ,1,1/18/2011 13:05,1.95,18118.0,United Kingdom
554151,22517,CHILDS GARDEN RAKE PINK,1,5/23/2011 11:07,2.1,14049.0,United Kingdom
581217,90174,BUTTERFLY HAIR BAND,1,12/8/2011 9:20,2.48,,United Kingdom
573581,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,10/31/2011 14:22,1.45,14911.0,EIRE
547867,20974,12 PENCILS SMALL TUBE SKULL,2,3/27/2011 13:56,0.65,13357.0,United Kingdom
563662,21251,DINOSAUR HEIGHT CHART STICKER SET,6,8/18/2011 11:40,2.95,12729.0,France
553189,22396,MAGNETS PACK OF 4 RETRO PHOTO,3,5/15/2011 13:14,1.25,15033.0,United Kingdom
574950,23081,GREEN METAL BOX ARMY SUPPLIES,1,11/8/2011 9:29,16.63,,United Kingdom
567890,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,9/22/2011 15:40,5.95,14125.0,United Kingdom
537393,22865,HAND WARMER OWL DESIGN,96,12/6/2010 13:59,1.85,13089.0,United Kingdom
575198,23531,WALL ART BIG LOVE ,3,11/9/2011 9:47,6.95,12921.0,United Kingdom
C542092,22663,JUMBO BAG DOLLY GIRL DESIGN,-1,1/25/2011 12:45,1.95,14389.0,United Kingdom
580665,23203,JUMBO BAG VINTAGE DOILY ,200,12/5/2011 14:06,1.79,16684.0,United Kingdom
554507,22999,TRAVEL CARD WALLET RETRO PETALS,24,5/24/2011 15:29,0.42,15513.0,United Kingdom
565917,23165,LARGE CERAMIC TOP STORAGE JAR,1,9/7/2011 16:15,3.29,,United Kingdom
580528,85178,VICTORIAN SEWING KIT,24,12/4/2011 15:28,1.25,14911.0,EIRE
571462,84609,TALL ROCOCO CANDLE HOLDER,4,10/17/2011 14:14,8.5,16363.0,United Kingdom
568894,23194,GYMKHANA TREASURE BOOK BOX,6,9/29/2011 13:04,2.25,17528.0,United Kingdom
566085,23209,LUNCH BAG VINTAGE DOILY ,3,9/9/2011 10:12,1.65,17841.0,United Kingdom
576249,21731,RED TOADSTOOL LED NIGHT LIGHT,2,11/14/2011 13:47,1.65,17811.0,United Kingdom
578024,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,11/22/2011 13:27,0.55,12705.0,Germany
574702,84879,ASSORTED COLOUR BIRD ORNAMENT,16,11/6/2011 13:54,1.69,15839.0,United Kingdom
567076,21530,DAIRY MAID TOASTRACK,18,9/16/2011 12:27,0.79,15505.0,United Kingdom
556041,21205,MULTICOLOUR 3D BALLS GARLAND,4,6/8/2011 12:44,2.55,17954.0,United Kingdom
548162,48189,DOORMAT FRIENDSHIP ,3,3/29/2011 13:42,16.63,,United Kingdom
538177,21116,OWL DOORSTOP,1,12/10/2010 9:51,8.47,,United Kingdom
576212,23298,SPOTTY BUNTING,1,11/14/2011 12:45,4.95,18082.0,United Kingdom
569714,21935,SUKI  SHOULDER BAG,1,10/5/2011 17:28,1.65,18033.0,United Kingdom
548735,84580,MOUSE TOY WITH PINK T-SHIRT,1,4/4/2011 10:52,3.75,15039.0,United Kingdom
539488,22813,PACK 3 BOXES BIRD PANNETONE ,24,12/20/2010 9:37,1.95,12377.0,Switzerland
548993,22361,GLASS JAR DAISY FRESH COTTON WOOL,24,4/5/2011 13:56,2.55,12753.0,Japan
565248,23349,ROLL WRAP VINTAGE CHRISTMAS,1,9/2/2011 10:34,1.25,15860.0,United Kingdom
538153,21479,WHITE SKULL HOT WATER BOTTLE ,28,12/9/2010 16:31,8.47,,United Kingdom
577493,20724,RED RETROSPOT CHARLOTTE BAG,10,11/20/2011 12:13,0.85,17323.0,United Kingdom
C569485,23236,STORAGE TIN VINTAGE DOILY ,-1,10/4/2011 12:47,2.89,12705.0,Germany
546237,22854,CREAM SWEETHEART EGG HOLDER,4,3/10/2011 12:50,4.95,16625.0,United Kingdom
580730,22653,BUTTON BOX ,13,12/5/2011 17:28,1.63,,United Kingdom
575189,21790,VINTAGE SNAP CARDS,12,11/9/2011 9:13,0.85,13029.0,United Kingdom
561217,22501,PICNIC BASKET WICKER LARGE,1,7/25/2011 17:09,20.79,,United Kingdom
571056,20723,STRAWBERRY CHARLOTTE BAG,10,10/13/2011 14:10,0.85,15367.0,United Kingdom
550319,15058A,BLUE POLKADOT GARDEN PARASOL,2,4/17/2011 12:37,7.95,14524.0,United Kingdom
571265,22904,CALENDAR PAPER CUT DESIGN,1,10/16/2011 11:31,2.95,16674.0,United Kingdom
540026,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,4,1/4/2011 13:25,1.66,,United Kingdom
561209,22094,RED RETROSPOT TISSUE BOX,2,7/25/2011 16:57,2.46,,United Kingdom
573300,47504H,ENGLISH ROSE SPIRIT LEVEL ,1,10/28/2011 16:10,0.79,16049.0,United Kingdom
564022,82482,WOODEN PICTURE FRAME WHITE FINISH,12,8/22/2011 12:10,2.55,13269.0,United Kingdom
C577394,23493,VINTAGE DOILY TRAVEL SEWING KIT,-1,11/18/2011 17:09,1.95,14902.0,United Kingdom
546079,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1,3/9/2011 11:05,2.95,14534.0,United Kingdom
544918,21086,SET/6 RED SPOTTY PAPER CUPS,24,2/24/2011 16:30,0.65,13081.0,United Kingdom
567578,22956,36 FOIL HEART CAKE CASES,6,9/21/2011 10:47,2.1,12701.0,Germany
554543,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,5/25/2011 9:18,1.65,16091.0,United Kingdom
555094,23101,SILVER STARS TABLE DECORATION,12,5/31/2011 13:17,0.83,13398.0,United Kingdom
538799,21245,GREEN POLKADOT PLATE ,3,12/14/2010 11:48,1.69,15039.0,United Kingdom
548894,22975,SPACEBOY CHILDRENS EGG CUP,1,4/4/2011 16:01,2.46,,United Kingdom
539955,21929,JUMBO BAG PINK VINTAGE PAISLEY,4,12/23/2010 12:13,5.06,,United Kingdom
575748,20723,STRAWBERRY CHARLOTTE BAG,40,11/11/2011 10:21,2.46,,United Kingdom
554514,21454,PAINTED PINK RABBIT ,1,5/24/2011 15:58,0.83,,United Kingdom
563614,22551,PLASTERS IN TIN SPACEBOY,96,8/18/2011 8:51,1.45,12415.0,Australia
562046,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,8/2/2011 10:34,2.55,12378.0,Switzerland
579196,84950,ASSORTED COLOUR T-LIGHT HOLDER,6,11/28/2011 15:54,1.38,14096.0,United Kingdom
573345,21136,PAINTED METAL PEARS ASSORTED,4,10/30/2011 12:14,1.69,17609.0,United Kingdom
556214,16237,SLEEPING CAT ERASERS,30,6/9/2011 14:14,0.21,14913.0,United Kingdom
558195,85099B,JUMBO BAG RED RETROSPOT,10,6/27/2011 12:32,2.08,17735.0,United Kingdom
567668,90214A,"LETTER ""A"" BLING KEY RING",1,9/21/2011 15:29,0.83,,United Kingdom
548169,22327,ROUND SNACK BOXES SET OF 4 SKULLS,10,3/29/2011 13:48,2.95,14680.0,United Kingdom
539220,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,12/16/2010 12:56,8.5,,United Kingdom
547042,22692,DOORMAT WELCOME TO OUR HOME,1,3/20/2011 11:00,15.79,,United Kingdom
580730,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,42,12/5/2011 17:28,2.55,,United Kingdom
536464,90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,1,12/1/2010 12:23,1.65,17968.0,United Kingdom
569020,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,9/30/2011 9:39,3.75,15321.0,United Kingdom
563093,23203,JUMBO BAG VINTAGE DOILY ,1,8/11/2011 17:28,4.13,,United Kingdom
577524,23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,11/20/2011 13:33,1.25,16905.0,United Kingdom
564747,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,8/28/2011 16:09,6.95,14869.0,United Kingdom
538379,22961,JAM MAKING SET PRINTED,3,12/12/2010 11:26,1.45,17126.0,United Kingdom
570187,22816,CARD MOTORBIKE SANTA,1,10/7/2011 15:09,0.42,,United Kingdom
579196,22956,36 FOIL HEART CAKE CASES,1,11/28/2011 15:54,4.13,14096.0,United Kingdom
548293,84987,SET OF 36 TEATIME PAPER DOILIES,144,3/30/2011 11:51,1.25,13798.0,United Kingdom
580882,23267,SET OF 4 SANTA PLACE SETTINGS,12,12/6/2011 12:20,1.25,12971.0,United Kingdom
