InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Year,Month,Revenue
543359,72741,GRAND CHOCOLATECANDLE,9,2011-02-07T14:16:00.000Z,1.45,16332.0,United Kingdom,2011,February,13.05
570247,23313,VINTAGE CHRISTMAS BUNTING,5,2011-10-10T08:23:00.000Z,4.95,15193.0,United Kingdom,2011,October,24.75
553740,23167,SMALL CERAMIC TOP STORAGE JAR,12,2011-05-19T09:31:00.000Z,0.83,16647.0,United Kingdom,2011,May,9.96
571441,23263,SET OF 3 WOODEN HEART DECORATIONS,2,2011-10-17T13:31:00.000Z,2.5,14096.0,United Kingdom,2011,October,5.0
580105,22738,RIBBON REEL SNOWY VILLAGE,10,2011-12-01T15:24:00.000Z,1.65,17675.0,United Kingdom,2011,December,16.5
544670,21455,PAINTED YELLOW WOODEN DAISY,2,2011-02-22T15:22:00.000Z,0.85,16161.0,United Kingdom,2011,February,1.7
571737,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-10-19T10:31:00.000Z,1.65,14367.0,United Kingdom,2011,October,16.5
569036,21903,MAN FLU METAL SIGN,12,2011-09-30T10:44:00.000Z,2.1,18217.0,United Kingdom,2011,September,25.2
547197,22619,SET OF 6 SOLDIER SKITTLES,4,2011-03-21T12:45:00.000Z,3.75,17811.0,United Kingdom,2011,March,15.0
575516,23355,HOT WATER BOTTLE KEEP CALM,8,2011-11-10T10:45:00.000Z,4.95,17340.0,United Kingdom,2011,November,39.6
578022,21358,TOAST ITS - HAPPY BIRTHDAY,1,2011-11-22T13:25:00.000Z,1.25,17371.0,United Kingdom,2011,November,1.25
574547,23219,LAUREL STAR ANTIQUE SILVER,1,2011-11-04T15:08:00.000Z,1.25,17841.0,United Kingdom,2011,November,1.25
541593,21926,RED/CREAM STRIPE CUSHION COVER,2,2011-01-19T15:20:00.000Z,1.25,17611.0,United Kingdom,2011,January,2.5
539404,20794,BLUE  TILE HOOK,1,2010-12-17T12:24:00.000Z,2.55,17315.0,United Kingdom,2010,December,2.55
572755,21592,RETROSPOT CIGAR BOX MATCHES,2,2011-10-25T17:31:00.000Z,1.25,13601.0,United Kingdom,2011,October,2.5
547658,85152,HAND OVER THE CHOCOLATE   SIGN,2,2011-03-24T13:04:00.000Z,2.1,13736.0,United Kingdom,2011,March,4.2
C538052,22138,BAKING SET 9 PIECE RETROSPOT,-1,2010-12-09T13:28:00.000Z,4.95,15181.0,United Kingdom,2010,December,-4.95
558441,21206,STRAWBERRY HONEYCOMB  GARLAND,2,2011-06-29T12:59:00.000Z,1.65,14606.0,United Kingdom,2011,June,3.3
560989,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-07-22T13:20:00.000Z,2.95,15704.0,United Kingdom,2011,July,17.7
566597,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,2011-09-13T15:23:00.000Z,1.65,14194.0,United Kingdom,2011,September,19.8
569670,22738,RIBBON REEL SNOWY VILLAGE,2,2011-10-05T13:47:00.000Z,1.65,14730.0,United Kingdom,2011,October,3.3
548702,22855,FINE WICKER HEART,5,2011-04-03T11:36:00.000Z,1.25,17085.0,United Kingdom,2011,April,6.25
579666,23155,KNICKERBOCKERGLORY MAGNET ASSORTED,12,2011-11-30T12:31:00.000Z,0.83,14893.0,United Kingdom,2011,November,9.96
561894,23546,WRAP PAISLEY PARK,25,2011-07-31T15:00:00.000Z,0.42,14456.0,United Kingdom,2011,July,10.5
548314,22283,6 EGG HOUSE PAINTED WOOD,2,2011-03-30T12:24:00.000Z,7.95,16949.0,United Kingdom,2011,March,15.9
566620,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,2011-09-14T09:21:00.000Z,0.85,13588.0,United Kingdom,2011,September,10.2
573841,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,6,2011-11-01T11:39:00.000Z,1.25,14995.0,United Kingdom,2011,November,7.5
567474,23414,ZINC BOX SIGN HOME,3,2011-09-20T12:53:00.000Z,9.95,13448.0,United Kingdom,2011,September,29.85
576051,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-11-13T14:45:00.000Z,0.55,14911.0,EIRE,2011,November,13.2
562021,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-08-01T15:37:00.000Z,2.1,16172.0,United Kingdom,2011,August,12.6
544930,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2011-02-24T18:26:00.000Z,0.85,17472.0,United Kingdom,2011,February,10.2
554098,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,2011-05-22T13:01:00.000Z,0.65,14769.0,United Kingdom,2011,May,10.4
565453,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2011-09-04T16:05:00.000Z,2.08,15136.0,United Kingdom,2011,September,20.8
557960,23152,IVORY SWEETHEART WIRE LETTER RACK,1,2011-06-23T19:46:00.000Z,3.75,15453.0,United Kingdom,2011,June,3.75
541485,21166,COOK WITH WINE METAL SIGN,1,2011-01-18T13:05:00.000Z,1.95,18118.0,United Kingdom,2011,January,1.95
554151,22517,CHILDS GARDEN RAKE PINK,1,2011-05-23T11:07:00.000Z,2.1,14049.0,United Kingdom,2011,May,2.1
573581,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,2011-10-31T14:22:00.000Z,1.45,14911.0,EIRE,2011,October,17.4
547867,20974,12 PENCILS SMALL TUBE SKULL,2,2011-03-27T13:56:00.000Z,0.65,13357.0,United Kingdom,2011,March,1.3
563662,21251,DINOSAUR HEIGHT CHART STICKER SET,6,2011-08-18T11:40:00.000Z,2.95,12729.0,France,2011,August,17.7
553189,22396,MAGNETS PACK OF 4 RETRO PHOTO,3,2011-05-15T13:14:00.000Z,1.25,15033.0,United Kingdom,2011,May,3.75
567890,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,2011-09-22T15:40:00.000Z,5.95,14125.0,United Kingdom,2011,September,17.85
537393,22865,HAND WARMER OWL DESIGN,96,2010-12-06T13:59:00.000Z,1.85,13089.0,United Kingdom,2010,December,177.6
575198,23531,WALL ART BIG LOVE,3,2011-11-09T09:47:00.000Z,6.95,12921.0,United Kingdom,2011,November,20.85
C542092,22663,JUMBO BAG DOLLY GIRL DESIGN,-1,2011-01-25T12:45:00.000Z,1.95,14389.0,United Kingdom,2011,January,-1.95
580665,23203,JUMBO BAG VINTAGE DOILY,200,2011-12-05T14:06:00.000Z,1.79,16684.0,United Kingdom,2011,December,358.0
554507,22999,TRAVEL CARD WALLET RETRO PETALS,24,2011-05-24T15:29:00.000Z,0.42,15513.0,United Kingdom,2011,May,10.08
580528,85178,VICTORIAN SEWING KIT,24,2011-12-04T15:28:00.000Z,1.25,14911.0,EIRE,2011,December,30.0
571462,84609,TALL ROCOCO CANDLE HOLDER,4,2011-10-17T14:14:00.000Z,8.5,16363.0,United Kingdom,2011,October,34.0
568894,23194,GYMKHANA TREASURE BOOK BOX,6,2011-09-29T13:04:00.000Z,2.25,17528.0,United Kingdom,2011,September,13.5
566085,23209,LUNCH BAG VINTAGE DOILY,3,2011-09-09T10:12:00.000Z,1.65,17841.0,United Kingdom,2011,September,4.95
576249,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2011-11-14T13:47:00.000Z,1.65,17811.0,United Kingdom,2011,November,3.3
578024,23307,SET OF 60 PANTRY DESIGN CAKE CASES,24,2011-11-22T13:27:00.000Z,0.55,12705.0,Germany,2011,November,13.2
574702,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-11-06T13:54:00.000Z,1.69,15839.0,United Kingdom,2011,November,27.04
567076,21530,DAIRY MAID TOASTRACK,18,2011-09-16T12:27:00.000Z,0.79,15505.0,United Kingdom,2011,September,14.22
556041,21205,MULTICOLOUR 3D BALLS GARLAND,4,2011-06-08T12:44:00.000Z,2.55,17954.0,United Kingdom,2011,June,10.2
576212,23298,SPOTTY BUNTING,1,2011-11-14T12:45:00.000Z,4.95,18082.0,United Kingdom,2011,November,4.95
569714,21935,SUKI  SHOULDER BAG,1,2011-10-05T17:28:00.000Z,1.65,18033.0,United Kingdom,2011,October,1.65
548735,84580,MOUSE TOY WITH PINK T-SHIRT,1,2011-04-04T10:52:00.000Z,3.75,15039.0,United Kingdom,2011,April,3.75
539488,22813,PACK 3 BOXES BIRD PANNETONE,24,2010-12-20T09:37:00.000Z,1.95,12377.0,Switzerland,2010,December,46.8
548993,22361,GLASS JAR DAISY FRESH COTTON WOOL,24,2011-04-05T13:56:00.000Z,2.55,12753.0,Japan,2011,April,61.2
565248,23349,ROLL WRAP VINTAGE CHRISTMAS,1,2011-09-02T10:34:00.000Z,1.25,15860.0,United Kingdom,2011,September,1.25
577493,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-11-20T12:13:00.000Z,0.85,17323.0,United Kingdom,2011,November,8.5
C569485,23236,STORAGE TIN VINTAGE DOILY,-1,2011-10-04T12:47:00.000Z,2.89,12705.0,Germany,2011,October,-2.89
546237,22854,CREAM SWEETHEART EGG HOLDER,4,2011-03-10T12:50:00.000Z,4.95,16625.0,United Kingdom,2011,March,19.8
575189,21790,VINTAGE SNAP CARDS,12,2011-11-09T09:13:00.000Z,0.85,13029.0,United Kingdom,2011,November,10.2
571056,20723,STRAWBERRY CHARLOTTE BAG,10,2011-10-13T14:10:00.000Z,0.85,15367.0,United Kingdom,2011,October,8.5
550319,15058A,BLUE POLKADOT GARDEN PARASOL,2,2011-04-17T12:37:00.000Z,7.95,14524.0,United Kingdom,2011,April,15.9
571265,22904,CALENDAR PAPER CUT DESIGN,1,2011-10-16T11:31:00.000Z,2.95,16674.0,United Kingdom,2011,October,2.95
573300,47504H,ENGLISH ROSE SPIRIT LEVEL,1,2011-10-28T16:10:00.000Z,0.79,16049.0,United Kingdom,2011,October,0.79
564022,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2011-08-22T12:10:00.000Z,2.55,13269.0,United Kingdom,2011,August,30.6
C577394,23493,VINTAGE DOILY TRAVEL SEWING KIT,-1,2011-11-18T17:09:00.000Z,1.95,14902.0,United Kingdom,2011,November,-1.95
546079,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1,2011-03-09T11:05:00.000Z,2.95,14534.0,United Kingdom,2011,March,2.95
544918,21086,SET/6 RED SPOTTY PAPER CUPS,24,2011-02-24T16:30:00.000Z,0.65,13081.0,United Kingdom,2011,February,15.6
567578,22956,36 FOIL HEART CAKE CASES,6,2011-09-21T10:47:00.000Z,2.1,12701.0,Germany,2011,September,12.6
554543,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,2011-05-25T09:18:00.000Z,1.65,16091.0,United Kingdom,2011,May,16.5
555094,23101,SILVER STARS TABLE DECORATION,12,2011-05-31T13:17:00.000Z,0.83,13398.0,United Kingdom,2011,May,9.96
538799,21245,GREEN POLKADOT PLATE,3,2010-12-14T11:48:00.000Z,1.69,15039.0,United Kingdom,2010,December,5.07
563614,22551,PLASTERS IN TIN SPACEBOY,96,2011-08-18T08:51:00.000Z,1.45,12415.0,Australia,2011,August,139.2
562046,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,2011-08-02T10:34:00.000Z,2.55,12378.0,Switzerland,2011,August,15.3
579196,84950,ASSORTED COLOUR T-LIGHT HOLDER,6,2011-11-28T15:54:00.000Z,1.38,14096.0,United Kingdom,2011,November,8.28
573345,21136,PAINTED METAL PEARS ASSORTED,4,2011-10-30T12:14:00.000Z,1.69,17609.0,United Kingdom,2011,October,6.76
556214,16237,SLEEPING CAT ERASERS,30,2011-06-09T14:14:00.000Z,0.21,14913.0,United Kingdom,2011,June,6.3
558195,85099B,JUMBO BAG RED RETROSPOT,10,2011-06-27T12:32:00.000Z,2.08,17735.0,United Kingdom,2011,June,20.8
548169,22327,ROUND SNACK BOXES SET OF 4 SKULLS,10,2011-03-29T13:48:00.000Z,2.95,14680.0,United Kingdom,2011,March,29.5
536464,90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,1,2010-12-01T12:23:00.000Z,1.65,17968.0,United Kingdom,2010,December,1.65
569020,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,2011-09-30T09:39:00.000Z,3.75,15321.0,United Kingdom,2011,September,30.0
577524,23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,2011-11-20T13:33:00.000Z,1.25,16905.0,United Kingdom,2011,November,1.25
564747,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-08-28T16:09:00.000Z,6.95,14869.0,United Kingdom,2011,August,13.9
538379,22961,JAM MAKING SET PRINTED,3,2010-12-12T11:26:00.000Z,1.45,17126.0,United Kingdom,2010,December,4.35
579196,22956,36 FOIL HEART CAKE CASES,1,2011-11-28T15:54:00.000Z,4.13,14096.0,United Kingdom,2011,November,4.13
548293,84987,SET OF 36 TEATIME PAPER DOILIES,144,2011-03-30T11:51:00.000Z,1.25,13798.0,United Kingdom,2011,March,180.0
580882,23267,SET OF 4 SANTA PLACE SETTINGS,12,2011-12-06T12:20:00.000Z,1.25,12971.0,United Kingdom,2011,December,15.0
544900,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-02-24T12:41:00.000Z,2.95,15121.0,United Kingdom,2011,February,17.7
550623,21927,BLUE/CREAM STRIPE CUSHION COVER,12,2011-04-19T13:56:00.000Z,1.25,13719.0,United Kingdom,2011,April,15.0
C556957,22467,GUMBALL COAT RACK,-2,2011-06-16T09:04:00.000Z,2.1,12705.0,Germany,2011,June,-4.2
575902,21703,BAG 125g SWIRLY MARBLES,12,2011-11-11T15:20:00.000Z,0.42,15544.0,United Kingdom,2011,November,5.04
546479,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-03-14T11:38:00.000Z,1.25,12682.0,France,2011,March,15.0
550459,15056N,EDWARDIAN PARASOL NATURAL,1,2011-04-18T13:17:00.000Z,5.95,18116.0,United Kingdom,2011,April,5.95
563614,23201,JUMBO BAG ALPHABET,100,2011-08-18T08:51:00.000Z,1.79,12415.0,Australia,2011,August,179.0
545661,21882,SKULLS TAPE,12,2011-03-04T14:41:00.000Z,0.65,15358.0,United Kingdom,2011,March,7.8
572732,23369,SET 36 COLOUR PENCILS LOVE LONDON,16,2011-10-25T15:21:00.000Z,1.25,18079.0,United Kingdom,2011,October,20.0
575895,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2011-11-11T14:50:00.000Z,0.85,17052.0,United Kingdom,2011,November,0.85
571847,23411,TRELLIS COAT RACK,6,2011-10-19T12:39:00.000Z,4.95,15220.0,United Kingdom,2011,October,29.7
540698,82583,HOT BATHS METAL SIGN,48,2011-01-11T09:24:00.000Z,2.21,17450.0,United Kingdom,2011,January,106.08
543459,21746,SMALL RED RETROSPOT WINDMILL,12,2011-02-08T13:28:00.000Z,1.25,12599.0,France,2011,February,15.0
550033,20724,RED RETROSPOT CHARLOTTE BAG,4,2011-04-14T11:45:00.000Z,0.85,15005.0,United Kingdom,2011,April,3.4
552547,22704,WRAP RED APPLES,25,2011-05-10T10:34:00.000Z,0.42,13098.0,United Kingdom,2011,May,10.5
553427,23109,LED TEA LIGHTS,6,2011-05-17T10:36:00.000Z,2.89,17522.0,United Kingdom,2011,May,17.34
581006,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2011-12-07T08:45:00.000Z,4.25,14911.0,EIRE,2011,December,34.0
577526,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-11-20T13:39:00.000Z,1.45,16513.0,United Kingdom,2011,November,17.4
542613,22248,DECORATION  PINK CHICK MAGIC GARDEN,6,2011-01-30T14:36:00.000Z,0.85,17431.0,United Kingdom,2011,January,5.1
552962,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,32,2011-05-12T12:56:00.000Z,2.1,14364.0,United Kingdom,2011,May,67.2
572284,22274,FELTCRAFT DOLL EMILY,1,2011-10-23T12:08:00.000Z,2.95,16744.0,United Kingdom,2011,October,2.95
565119,20726,LUNCH BAG WOODLAND,10,2011-09-01T11:38:00.000Z,1.65,16722.0,United Kingdom,2011,September,16.5
542231,21355,TOAST ITS - I LOVE YOU,10,2011-01-26T13:40:00.000Z,1.25,16714.0,United Kingdom,2011,January,12.5
570664,21463,MIRRORED DISCO BALL,1,2011-10-11T14:21:00.000Z,5.95,16362.0,United Kingdom,2011,October,5.95
574353,21791,VINTAGE HEADS AND TAILS CARD GAME,10,2011-11-04T10:46:00.000Z,1.25,14659.0,United Kingdom,2011,November,12.5
581230,22629,SPACEBOY LUNCH BOX,12,2011-12-08T10:24:00.000Z,1.95,14291.0,United Kingdom,2011,December,23.4
577469,84988,SET OF 72 PINK HEART PAPER DOILIES,2,2011-11-20T11:25:00.000Z,1.45,15009.0,United Kingdom,2011,November,2.9
545063,37449,CERAMIC CAKE STAND + HANGING CAKES,1,2011-02-27T14:26:00.000Z,9.95,14606.0,United Kingdom,2011,February,9.95
552563,21754,HOME BUILDING BLOCK WORD,18,2011-05-10T11:54:00.000Z,5.45,17597.0,United Kingdom,2011,May,98.1
558030,23107,WHITE HEARTS WIRE PLANT POT HOLDER,8,2011-06-24T12:00:00.000Z,2.89,16419.0,United Kingdom,2011,June,23.12
562984,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,1,2011-08-11T11:45:00.000Z,1.25,17841.0,United Kingdom,2011,August,1.25
575975,23313,VINTAGE CHRISTMAS BUNTING,18,2011-11-13T13:18:00.000Z,4.95,13536.0,United Kingdom,2011,November,89.1
542276,22350,ILLUSTRATED CAT BOWL,6,2011-01-27T10:19:00.000Z,2.55,12764.0,Lebanon,2011,January,15.3
561600,22356,CHARLOTTE BAG PINK POLKADOT,7,2011-07-28T11:29:00.000Z,0.85,15861.0,United Kingdom,2011,July,5.95
544398,35924,HANGING FAIRY CAKE DECORATION,3,2011-02-18T12:27:00.000Z,2.1,15311.0,United Kingdom,2011,February,6.3
578852,22475,SKULL DESIGN TV DINNER TRAY,2,2011-11-27T11:12:00.000Z,4.95,17841.0,United Kingdom,2011,November,9.9
562035,22311,OFFICE MUG WARMER BLACK+SILVER,6,2011-08-02T09:29:00.000Z,2.95,12627.0,Germany,2011,August,17.7
576792,23367,SET 12 COLOUR PENCILS SPACEBOY,48,2011-11-16T14:11:00.000Z,0.65,17596.0,United Kingdom,2011,November,31.2
553708,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,24,2011-05-18T15:28:00.000Z,1.65,16843.0,United Kingdom,2011,May,39.6
581425,22217,T-LIGHT HOLDER HANGING LACE,1,2011-12-08T15:31:00.000Z,0.39,14796.0,United Kingdom,2011,December,0.39
574532,35970,ZINC FOLKART SLEIGH BELLS,12,2011-11-04T14:19:00.000Z,1.69,15676.0,United Kingdom,2011,November,20.28
537136,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,3,2010-12-05T12:42:00.000Z,3.25,12748.0,United Kingdom,2010,December,9.75
571914,22664,TOY TIDY DOLLY GIRL DESIGN,10,2011-10-19T15:33:00.000Z,2.1,14776.0,United Kingdom,2011,October,21.0
579499,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-11-29T15:59:00.000Z,1.69,17682.0,United Kingdom,2011,November,13.52
552822,23201,JUMBO BAG ALPHABET,10,2011-05-11T12:59:00.000Z,2.08,15521.0,United Kingdom,2011,May,20.8
555516,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-06-05T10:50:00.000Z,2.95,17706.0,United Kingdom,2011,June,11.8
562388,22197,POPCORN HOLDER,4,2011-08-04T15:52:00.000Z,0.85,18099.0,United Kingdom,2011,August,3.4
574523,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,12,2011-11-04T13:51:00.000Z,3.75,18167.0,United Kingdom,2011,November,45.0
578289,21155,RED RETROSPOT PEG BAG,4,2011-11-23T14:07:00.000Z,2.55,17841.0,United Kingdom,2011,November,10.2
580685,22924,FRIDGE MAGNETS LA VIE EN ROSE,12,2011-12-05T15:16:00.000Z,0.85,17676.0,United Kingdom,2011,December,10.2
579536,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,12,2011-11-30T09:53:00.000Z,0.39,12957.0,United Kingdom,2011,November,4.68
553754,22295,HEART FILIGREE DOVE LARGE,12,2011-05-19T10:25:00.000Z,1.65,16175.0,United Kingdom,2011,May,19.8
552064,21201,TROPICAL  HONEYCOMB PAPER GARLAND,5,2011-05-06T11:05:00.000Z,2.55,15874.0,United Kingdom,2011,May,12.75
565835,85099F,JUMBO BAG STRAWBERRY,3,2011-09-07T11:32:00.000Z,2.08,14452.0,United Kingdom,2011,September,6.24
550890,47504K,ENGLISH ROSE GARDEN SECATEURS,4,2011-04-21T12:00:00.000Z,1.95,14711.0,United Kingdom,2011,April,7.8
539181,21980,PACK OF 12 RED RETROSPOT TISSUES,12,2010-12-16T11:51:00.000Z,0.29,12748.0,United Kingdom,2010,December,3.48
536836,22193,RED DINER WALL CLOCK,1,2010-12-02T18:08:00.000Z,8.5,18168.0,United Kingdom,2010,December,8.5
580750,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,2011-12-06T09:56:00.000Z,2.95,12749.0,United Kingdom,2011,December,17.7
576864,22092,BLUE PAISLEY TISSUE BOX,2,2011-11-16T16:06:00.000Z,0.39,12748.0,United Kingdom,2011,November,0.78
566281,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,2011-09-11T14:15:00.000Z,1.65,12748.0,United Kingdom,2011,September,1.65
563300,47566B,TEA TIME PARTY BUNTING,6,2011-08-15T12:57:00.000Z,4.95,16774.0,United Kingdom,2011,August,29.7
575904,22897,OVEN MITT APPLES DESIGN,1,2011-11-11T15:28:00.000Z,1.45,18014.0,United Kingdom,2011,November,1.45
540276,85099B,JUMBO BAG RED RETROSPOT,100,2011-01-06T12:16:00.000Z,1.65,14680.0,United Kingdom,2011,January,165.0
538370,22312,OFFICE MUG WARMER POLKADOT,2,2010-12-12T11:06:00.000Z,2.95,16923.0,United Kingdom,2010,December,5.9
569401,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2011-10-04T08:56:00.000Z,0.85,15111.0,United Kingdom,2011,October,10.2
564541,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,6,2011-08-25T15:35:00.000Z,2.55,16309.0,United Kingdom,2011,August,15.3
552537,21264,WHITE GOOSE FEATHER TREE 60CM,2,2011-05-10T10:11:00.000Z,1.95,17315.0,United Kingdom,2011,May,3.9
579098,21032,SPACE CADET WHITE,1,2011-11-28T11:18:00.000Z,1.25,14606.0,United Kingdom,2011,November,1.25
557958,23291,DOLLY GIRL CHILDRENS CUP,8,2011-06-23T19:27:00.000Z,1.25,16161.0,United Kingdom,2011,June,10.0
536367,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2010-12-01T08:34:00.000Z,1.69,13047.0,United Kingdom,2010,December,54.08
574479,22744,MAKE YOUR OWN MONSOON CARD KIT,1,2011-11-04T12:39:00.000Z,2.95,18035.0,United Kingdom,2011,November,2.95
577773,22263,FELT EGG COSY LADYBIRD,2,2011-11-21T15:57:00.000Z,0.85,16712.0,United Kingdom,2011,November,1.7
569857,22570,FELTCRAFT CUSHION RABBIT,96,2011-10-06T14:31:00.000Z,3.39,12939.0,United Kingdom,2011,October,325.44
567380,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-09-20T10:06:00.000Z,1.45,12620.0,France,2011,September,17.4
575867,23378,PACK OF 12 50'S CHRISTMAS TISSUES,12,2011-11-11T12:44:00.000Z,0.39,15034.0,United Kingdom,2011,November,4.68
556879,37475,SET/4 COLOURFUL MIXING BOWLS,1,2011-06-15T12:07:00.000Z,9.95,16461.0,United Kingdom,2011,June,9.95
569246,37500,TEA TIME TEAPOT IN GIFT BOX,4,2011-10-03T09:57:00.000Z,8.29,14096.0,United Kingdom,2011,October,33.16
547349,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-22T12:02:00.000Z,2.95,15132.0,United Kingdom,2011,March,17.7
573333,22633,HAND WARMER UNION JACK,12,2011-10-30T11:34:00.000Z,2.1,12483.0,Sweden,2011,October,25.2
C564427,22893,MINI CAKE STAND T-LIGHT HOLDER,-1,2011-08-25T11:18:00.000Z,0.42,17841.0,United Kingdom,2011,August,-0.42
567302,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,5,2011-09-19T13:02:00.000Z,1.65,15058.0,United Kingdom,2011,September,8.25
551347,84313C,ORANGE TV TRAY TABLE,6,2011-04-28T09:20:00.000Z,1.95,15768.0,United Kingdom,2011,April,11.7
561658,21770,OPEN CLOSED METAL SIGN,1,2011-07-28T16:06:00.000Z,4.95,12743.0,Unspecified,2011,July,4.95
572295,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2011-10-23T13:49:00.000Z,1.65,16686.0,United Kingdom,2011,October,3.3
562589,22457,NATURAL SLATE HEART CHALKBOARD,12,2011-08-07T15:16:00.000Z,2.95,15198.0,United Kingdom,2011,August,35.4
570180,21889,WOODEN BOX OF DOMINOES,12,2011-10-07T14:28:00.000Z,1.25,17509.0,United Kingdom,2011,October,15.0
577770,23247,BISCUIT TIN 50'S CHRISTMAS,12,2011-11-21T15:33:00.000Z,2.89,13282.0,United Kingdom,2011,November,34.68
562163,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-08-03T12:06:00.000Z,1.25,15628.0,United Kingdom,2011,August,15.0
536538,22601,CHRISTMAS RETROSPOT ANGEL WOOD,10,2010-12-01T13:54:00.000Z,0.85,14594.0,United Kingdom,2010,December,8.5
564536,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,3,2011-08-25T15:12:00.000Z,2.95,13159.0,United Kingdom,2011,August,8.85
556113,22652,TRAVEL SEWING KIT,10,2011-06-09T09:32:00.000Z,1.65,13510.0,United Kingdom,2011,June,16.5
547800,21791,VINTAGE HEADS AND TAILS CARD GAME,1,2011-03-25T12:55:00.000Z,1.25,14504.0,United Kingdom,2011,March,1.25
539826,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2010-12-22T12:39:00.000Z,3.95,15044.0,United Kingdom,2010,December,15.8
564573,22069,BROWN  PIRATE TREASURE CHEST,1,2011-08-26T11:19:00.000Z,1.65,14606.0,United Kingdom,2011,August,1.65
555017,22782,SET 3 WICKER STORAGE BASKETS,1,2011-05-31T11:14:00.000Z,24.95,16801.0,United Kingdom,2011,May,24.95
552654,22979,PANTRY WASHING UP BRUSH,1,2011-05-10T14:20:00.000Z,1.45,15756.0,United Kingdom,2011,May,1.45
538327,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,1,2010-12-10T13:58:00.000Z,2.1,15514.0,United Kingdom,2010,December,2.1
574739,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,2011-11-06T16:04:00.000Z,1.65,16357.0,United Kingdom,2011,November,9.9
566018,23329,DECORATIVE WICKER HEART LARGE,5,2011-09-08T12:42:00.000Z,1.65,13137.0,United Kingdom,2011,September,8.25
569481,23351,ROLL WRAP 50'S CHRISTMAS,12,2011-10-04T12:43:00.000Z,1.25,15255.0,United Kingdom,2011,October,15.0
569920,85231B,CINAMMON SET OF 9 T-LIGHTS,12,2011-10-06T17:28:00.000Z,0.85,13348.0,United Kingdom,2011,October,10.2
542617,20830,SILVER PHOTO FRAME,2,2011-01-30T15:48:00.000Z,2.1,17463.0,United Kingdom,2011,January,4.2
577524,23269,SET OF 2 CERAMIC CHRISTMAS TREES,1,2011-11-20T13:33:00.000Z,1.45,16905.0,United Kingdom,2011,November,1.45
536975,22299,PIG KEYRING WITH LIGHT & SOUND,24,2010-12-03T14:04:00.000Z,1.25,14911.0,EIRE,2010,December,30.0
541282,22961,JAM MAKING SET PRINTED,12,2011-01-17T12:31:00.000Z,1.45,17690.0,United Kingdom,2011,January,17.4
